Country,State,Location,Activity,Date,Year,Type,Month,Sex,Age,Injury_Category,Time,Species,Fatal Y/N
Usa,Florida,"Key Colony Beach, Monroe County",Swimming,26-sep-2009,2009,Unprovoked,September,M,,Injury,17:30,Bull Shark,N
Vietnam,,,,18-sep-2009,2009,Unprovoked,September,M,,Injury,No time specified,Other/Unknown,N
Somalia,,300 Miles Off The Coast,Fishing,15-sep-2009,2009,Provoked,September,M,,Injury,No time specified,Other/Unknown,N
Brazil,Pernambuco,"Piedade, Recife",,13-sep-2009,2009,Provoked,September,M,34.0,Other,No time specified,Other/Unknown,Y
Usa,North Carolina,"Corolla, Currituck County",Swimming,12-sep-2009,2009,Invalid,September,M,60.0,Fatal,21:00,Other/Unknown,Y
Brazil,Pernambuco,"Piedade, Recife","Swimming, attempting to rescue a girl  believed to be drowning",07-sep-2009,2009,Unprovoked,September,M,15.0,Fatal,No time specified,Other/Unknown,Y
Nevis,,Castle Beach,Swimming,02-sep-2009,2009,Invalid,September,M,,Other,No time specified,Other/Unknown,UNKNOWN
Solomon Islands,Makira-Ulawa Province,"Kirakira, Makira Island (Formerly San Cristobal)",Fishing,01-sep-2009,2009,Provoked,September,M,,Injury,No time specified,Other/Unknown,N
Usa,California,"Huntington Beach, Orange County",Surfing,30-aug-2009,2009,Unprovoked,August,M,,No injury,18:30,Other/Unknown,N
South Africa,Western Cape Province,Glentana,Surfing,29-aug-2009,2009,Unprovoked,August,M,25.0,Fatal,15:30,White Shark,Y
Usa,California,"Terramar Beach, Carlsbad, San Diego County",Swimming,25-aug-2009,2009,Unprovoked,August,F,22.0,Injury,16:30,White Shark,N
South Africa,Kwazulu-Natal,Alkantstrand,Body boarding,11-aug-2009,2009,Unprovoked,August,M,,No injury,No time specified,White Shark,N
Usa,Florida,"Ponce, Volusia County",Swimming,10-aug-2009,2009,Unprovoked,August,M,26.0,Injury,19:00,Other/Unknown,N
Usa,Hawaii,Kawa'A,Surfing,06-aug-2009,2009,Unprovoked,August,M,,No injury,08:45,Tiger Shark,N
Usa,Louisiana,"Curlew Island, Breton Sound",Wade Fishing,01-aug-2009,2009,Unprovoked,August,M,56.0,Injury,10:00,Bull Shark,N
Bahamas,Abaco Islands,Spanish Cay,Spearfishing,31-july-2009,2009,Unprovoked,July,M,14.0,Injury,No time specified,Bull Shark,N
Australia,New South Wales,Broken Head,Surfing,30-jul-2009,2009,Unprovoked,July,M,14.0,Injury,06:15,Other/Unknown,N
Vietnam,Binh Dinh Province,Quy Nhon,Swimming,29-jul-2009,2009,Unprovoked,July,F,41.0,Injury,17:30,Other/Unknown,N
Kenya,Mombasa,Likoni Channel,Washing his feet,reported 24-jul-2009,2009,Unprovoked,July,M,,Fatal,No time specified,Other/Unknown,Y
Usa,Texas,South Padre Island,Wading,24-jul-2009,2009,Unprovoked,July,F,14.0,Injury,No time specified,Other/Unknown,N
Spain,Catalunya,Sant Salvador,Swimming,24-jul-2009,2009,Invalid,July,F,11.0,Injury,10:15,Other/Unknown,UNKNOWN
Usa,North Carolina,Holden Beach. Brunswick County,Swimming,22-jul-2009,2009,Unprovoked,July,F,26.0,Injury,15:00,Other/Unknown,N
Usa,Florida,"Intracoastal Waterway,      St. Petersburg",Swimming,22-jul-2009,2009,Unprovoked,July,F,19.0,Injury,15:00,Other/Unknown,N
Vietnam,Binh Dinh Province,Quy Nhon,Swimming,18-jul-2009,2009,Unprovoked,July,M,57.0,Severe injury,No time specified,Other/Unknown,N
Bahamas,,,Spearfishing,11-jul-2009,2009,Provoked,July,M,,Injury,No time specified,Other/Unknown,N
Usa,California,"San Onofre, San Diego County",Paddle-surfing,11-jul-2009,2009,Unprovoked,July,M,,No injury,08:30,Other/Unknown,N
South Africa,Western Cape Province,"Jogensfontein, Stilbaai",Surfing,07-jul-2009,2009,Unprovoked,July,M,37.0,Injury,11:15,Other/Unknown,N
Usa,Florida,"Daytona Beach, Volusia County",Boogie Boarding,05-jul-2009,2009,Unprovoked,July,F,12.0,Injury,16:00,Other/Unknown,N
Usa,Florida,"Biscayne National Park, Miami",Swimming,04-jul-2009,2009,Provoked,July,F,43.0,Injury,15:45,Nurse Shark,N
Australia,New South Wales,"Seven Mile Beach, Gerroa",Surfing,27-jun-2009,2009,Unprovoked,June,M,52.0,Injury,08:45,Other/Unknown,N
Usa,California,"Shell Beach, San Luis Obispo County",Surfing,21-jun-2009,2009,Invalid,June,M,26.0,Injury,No time specified,Other/Unknown,UNKNOWN
Usa,Florida,"Melbourne Beach, Brevard County",Crawling,16-jun-2009,2009,Invalid,June,M,14.0,Injury,17:30,Other/Unknown,UNKNOWN
Vietnam,,,Fishing for sharks,reported 14-jun-2009,2009,Provoked,June,M,,Injury,No time specified,White Shark,N
Egypt,St. Johns Reef,Habili Gafar,Scuba diving,02-jun-2009,2009,Unprovoked,June,M,,Injury,No time specified,White Shark,N
Egypt,St. Johns Reef,Habili Gafar,Scuba diving,02-jun-2009,2009,Unprovoked,June,M,,Injury,No time specified,White Shark,N
Egypt,St. Johns Reef,Habili Gafar,Snorkeling,01-jun-2009,2009,Unprovoked,June,F,50.0,Fatal,No time specified,White Shark,Y
Taiwan,Off Green Island,Onboard The Fishing Vessel Chin Sheng Fa 13,Fishing,31-may-2009,2009,Provoked,May,M,46.0,Injury,20:30,Other/Unknown,N
Usa,Florida,"Clearwater Beach, Pinellas County",Swimming,25-may-2009,2009,Provoked,May,M,,Injury,20:30,Other/Unknown,N
Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,17-may-2009,2009,Unprovoked,May,M,31.0,Injury,09:35,Blacktip Shark,N
Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,16-may-2009,2009,Unprovoked,May,M,49.0,Injury,10:27,Blacktip Shark,N
Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,16-may-2009,2009,Unprovoked,May,M,55.0,Injury,10:16,Blacktip Shark,N
Guam,North Region,Ritidian Point,Spearfishing,12-may-2009,2009,Provoked,May,M,27.0,Other,No time specified,Blacktip Shark,N
Bahamas,Exuma Islands,,Spearfishing,06-mar-2009,2009,Provoked,March,M,48.0,Injury,No time specified,Other/Unknown,N
Usa,Florida,"St. Augustine, St. John'S County",,28-apr-2009,2009,Unprovoked,April,F,,Injury,16:45,Other/Unknown,N
Usa,California,"San Onofre State Beach, San Diego County",Surfing,reported 25-apr-2009,2009,Unprovoked,April,M,,No injury,10:00,Other/Unknown,N
Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,21-apr-2009,2009,Unprovoked,April,M,20.0,Injury,No time specified,Other/Unknown,N
Philippines,Batangas Province,Mabini,Swimming,20-apr-2009,2009,Unprovoked,April,M,23.0,Injury,05:00,Other/Unknown,N
Usa,Florida,"Carlin Park, Jupiter Inlet",Surfing,19-apr-2009,2009,Unprovoked,April,M,52.0,Injury,16:00,Other/Unknown,N
Usa,Florida,"Walton Rocks, St Lucie County",Surfing,17-apr-2009,2009,Unprovoked,April,M,31.0,Injury,13:15,Other/Unknown,N
Usa,Hawaii,Kona,Spearfishing,11-apr-2009,2009,Invalid,April,M,49.0,Other,No time specified,Other/Unknown,UNKNOWN
Australia,New South Wales,Fingal Bay,Surf skiing,12-apr-2009,2009,Unprovoked,April,M,40.0,No injury,08:00,Other/Unknown,N
South Africa,Kwazulu-Natal,Umtentweni,Swimming,06-apr-2009,2009,Invalid,April,M,24.0,Other,No time specified,Other/Unknown,UNKNOWN
Usa,California,San Diego County,Spearfishing,06-apr-2009,2009,Unprovoked,April,M,,Injury,07:45,White Shark,N
Usa,Florida,"Sanibel Island, Lee County",Wading,03-apr-2009,2009,Unprovoked,April,M,15.0,Injury,16:00,Other/Unknown,N
South Africa,Eastern Cape Province,2-3 Km North Of Sunday'S River Mouth,Fishing,27-mar-2009,2009,Provoked,March,M,59.0,Injury,No time specified,Raggedtooth Shark,N
South Africa,Eastern Cape Province,"Second Beach, Port St. John'S",Surfing,21-mar-2009,2009,Unprovoked,March,M,16.0,Fatal,No time specified,Other/Unknown,Y
Australia,New South Wales,Blue Bay,Surfing,20-mar-2009,2009,Unprovoked,March,M,17.0,Injury,18:45,Bronze Whaler Shark,N
Australia,New South Wales,South Broulee,Surfing,19-mar-2009,2009,Unprovoked,March,M,,No injury,No time specified,Other/Unknown,N
Australia,New South Wales,Bateman'S Bay,Surfing,19-mar-2009,2009,Unprovoked,March,F,,No injury,07:45,Other/Unknown,N
Usa,Florida,"Ponce Inlet, Volusia County",Surfing,18-mar-2009,2009,Unprovoked,March,F,17.0,Minor injury,17:30,Other/Unknown,N
Malaysia,Strait Of Malacca,Pulau Payar Island,Feeding fish,reported 17-mar-2009,2009,Unprovoked,March,F,,Minor injury,No time specified,Blacktip Shark,N
Usa,Hawaii,Alenuihaha Channel,Swimming,17-mar-2009,2009,Unprovoked,March,M,61.0,Minor injury,20:00,Other/Unknown,N
Australia,Western Australia,"The Natural Jetty, Rottnest Island",Wading,reported 16-mar-2009,2009,Provoked,March,M,21.0,Injury,No time specified,Wobbegong Shark,N
New Caledonia,South Province,Bourail,Surfing,06-mar-2009,2009,Unprovoked,March,M,19.0,Fatal,11:30,Other/Unknown,Y
South Africa,Western Cape Province,Off Cape Point,Fishing,02-mar-2009,2009,Provoked,March,M,40.0,Injury,13:30,Other/Unknown,N
New Zealand,North Island,Taranaki,Fishing,01-mar-2009,2009,Watercraft,March,M,,No injury,No time specified,Other/Unknown,N
Australia,New South Wales,Avalon,Surfing,01-mar-2009,2009,Unprovoked,March,M,15.0,Injury,06:45,Other/Unknown,N
Australia,Queensland,Batt Reef,Fishing,22-feb-2009,2009,Unprovoked,February,M,,Severe injury,10:15,Other/Unknown,N
Australia,New South Wales,"Shelly Beach, Near Port Macquarie",Surfing,18-feb-2009,2009,Unprovoked,February,M,,No injury,17:00,Other/Unknown,N
Australia,New South Wales,"Bondi Beach, Sydney",Surfing,12-feb-2009,2009,Unprovoked,February,M,33.0,Severe injury,19:30,White Shark,N
Australia,New South Wales,"Garden Point, Woolloomooloo Sydney Harbour","Diving, but on the surface when bitten by the shark",11-feb-2009,2009,Unprovoked,February,M,31.0,Severe injury,07:00,Bull Shark,N
Usa,Puerto Rico,Quebradillas,Air Disaster,08-feb-2009,2009,Sea Disaster,February,M,,Other,No time specified,Other/Unknown,Y
Australia,New South Wales,Cellito Beach,Surfing,07-feb-2009,2009,Unprovoked,February,M,41.0,No injury,11:00,White Shark,N
Australia,New South Wales,Sandon,Surfing,07-feb-2009,2009,Unprovoked,February,M,,No injury,07:30,Other/Unknown,N
Azores,,Onboard The Fishing Vessel Nuevo Cedes,Fishing,reported 27-jan-2009,2009,Provoked,January,M,49.0,Injury,No time specified,Other/Unknown,N
Brazil,,Praia Do Olho D'Aqua,,reported 26-jan-2009,2009,Invalid,January,M,17.0,Injury,No time specified,Other/Unknown,UNKNOWN
Cuba,Guantanamo Province,Guantanamo Bay,Spearfishing,25-jan-2009,2009,Unprovoked,January,M,15.0,Severe injury,10:30,Bull Shark,N
New Zealand,North Island,Alderman Islands,Fishing,24-jan-2009,2009,Watercraft,January,Unknown,,No injury,19:00,Other/Unknown,N
Australia,New South Wales,"Surf Beach, Batemans Bay",Swimming,24-jan-2009,2009,Unprovoked,January,M,19.0,Injury,16:30,Other/Unknown,N
South Africa,Eastern Cape Province,"Second Beach, Port St. John'S",Swimming,24-jan-2009,2009,Unprovoked,January,M,25.0,Fatal,14:00,Tiger Shark,Y
Brazil,Maranhão,Olho D'Água,Swimming,23-jan-2009,2009,Invalid,January,M,17.0,Other,No time specified,Other/Unknown,UNKNOWN
Australia,Victoria,Off Tower Hill,Fishing,18-jan-2009,2009,Watercraft,January,M,,No injury,09:20,White Shark,N
New Zealand,South Island,Karitane Beach,Surfing,16-jan-2009,2009,Unprovoked,January,M,,No injury,No time specified,Other/Unknown,N
South Africa,Western Cape Province,"Shark Alley, Off Gansbaai",,reported 13-jan-2009,2009,Unprovoked,January,Unknown,,Fatal,No time specified,White Shark,Y
Australia,New South Wales,"Windang,       Lake Illawara",Snorkeling,12-jan-2009,2009,Unprovoked,January,M,24.0,Injury,10:45,Other/Unknown,N
Australia,Tasmania,Binalong Bay,Surfing,11-jan-2009,2009,Unprovoked,January,F,13.0,Severe injury,15:45,White Shark,N
Australia,New South Wales,Fingal Beach,Surfing,11-jan-2009,2009,Unprovoked,January,M,31.0,Severe injury,09:00,White Shark,N
New Zealand,North Island,Hawkes Bay,Fishing,10-jan-2009,2009,Watercraft,January,Unknown,,No injury,No time specified,Other/Unknown,N
Ecuador,Galapagos Islands,Isla Isabella,Surfing,10-jan-2009,2009,Unprovoked,January,M,22.0,Injury,No time specified,Other/Unknown,N
New Zealand,North Island,Haumoana,Swimming,06-jan-2009,2009,Unprovoked,January,M,49.0,Injury,17:30,Other/Unknown,N
Cuba,Guantanamo Province,Guantanamo,Spearfishing,jan-2009,2009,Unprovoked,January,Unknown,,Injury,No time specified,Bull Shark,N
Australia,Western Australia,Port Kennedy Beach,Crabbing,30-dec-2008,2008,Invalid,December,Unknown,,Other,09:30,Other/Unknown,UNKNOWN
Australia,Tasmania,Near Schouten Island,Yacht race,27-dec-2008,2008,Watercraft,December,Unknown,,No injury,No time specified,Other/Unknown,N
Australia,New South Wales,Seal Rocks,Boogie Boarding,27-dec-2008,2008,Unprovoked,December,M,10.0,No injury,No time specified,Other/Unknown,N
Australia,New South Wales,"Long Reef, North Of Sydney",Kayaking,27-dec-2008,2008,Watercraft,December,M,29.0,No injury,11:00,White Shark,N
Australia,Western Australia,Port Kennedy Beach,Snorkeling,27-dec-2008,2008,Unprovoked,December,M,51.0,Fatal,07:00,White Shark,Y
Usa,California,"Dillon Beach, Marin County",Kayaking,20-dec-2008,2008,Watercraft,December,M,,No injury,15:00,White Shark,N
New Zealand,North Island,Maraetai,Fishing,14-dec-2008,2008,Unprovoked,December,M,,Injury,No time specified,Bronze Whaler Shark,N
South Africa,Western Cape Province,Plettenberg Bay,Fishing,10-dec-2008,2008,Provoked,December,M,15.0,Injury,20:00,Raggedtooth Shark,N
Australia,New South Wales,Mowarry Point,Fishing,06-dec-2006,2008,Watercraft,December,Unknown,,Other,No time specified,White Shark,N
Mozambique,Inhambane Province,Chidenguele,Spearfishing,dec-2008,2008,Unprovoked,December,M,,Fatal,No time specified,Other/Unknown,Y
Egypt,Red Sea,Elphinstone Reef,Scuba diving,28-nov-2008,2008,Unprovoked,November,F,,Injury,No time specified,White Shark,N
Philippines,Batanes Provine,Luzon Strait,Sinking of the cargo ship Mark Jason,25-nov-2008,2008,Sea Disaster,November,M,,Injury,No time specified,Other/Unknown,N
Ecuador,Galapagos Islands,Santa Cruz,,24-nov-2008,2008,Unprovoked,November,F,,Injury,No time specified,Other/Unknown,N
Australia,South Australia,North Haven,Fishing,09-nov-2008,2008,Watercraft,November,M,,No injury,No time specified,Bronze Whaler Shark,N
Taiwan,,50 Miles Off Kaohsiung,Fishing boat swamped in storm,09-nov-2008,2008,Sea Disaster,November,M,45.0,Fatal,No time specified,Other/Unknown,Y
Philippines,Luzon,"Off Paoay, Ilocos Norte Province",Fishing,06-nov-2008,2008,Unprovoked,November,M,39.0,Fatal,10:00,Other/Unknown,Y
Australia,New South Wales,"Oceanworld, Manley",Scuba diving,22-oct-2008,2008,Provoked,October,M,34.0,Injury,17:20,Nurse Shark,N
New Caledonia,,,Spearfishing,21-oct-2008,2008,Unprovoked,October,M,24.0,Injury,11:00,Lemon Shark,N
Australia,Northern Territory,Darwin,Fishing,12-oct-2008,2008,Provoked,October,M,50.0,Injury,No time specified,Other/Unknown,N
Australia,New South Wales,Lake Macquarie,Surfing,11-oct-2008,2008,Unprovoked,October,M,15.0,No injury,15:30,Other/Unknown,N
Usa,Florida,"Santa Rosa Beach, Walton County",Fishing,08-oct-2008,2008,Unprovoked,October,M,11.0,Injury,12:00,Other/Unknown,N
Croatia,"Split-Dalmatia Count,","Smokvina Bay, Vis Island",Spearfishing,06-oct-2008,2008,Unprovoked,October,M,43.0,Injury,12:00,White Shark,N
Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,28-sep-2008,2008,Unprovoked,September,M,44.0,Injury,11:45,Other/Unknown,N
Usa,Florida,Bethune Beach,Surfing,28-sep-2008,2008,Unprovoked,September,M,40.0,Injury,11:00,Other/Unknown,N
Australia,Northern Territory,Near Croker Island,Swimming,15-sep-2008,2008,Provoked,September,M,43.0,Injury,14:30,Bronze Whaler Shark,N
Usa,Florida,"Ormond-By-The-Sea, Volusia County",Swimming,14-sep-2008,2008,Unprovoked,September,M,32.0,Injury,12:00,Other/Unknown,N
Usa,Hawaii,"Ka'A'Awa, Oahu",Surfing,09-sep-2008,2008,Unprovoked,September,M,40.0,Injury,16:30,Tiger Shark,N
Usa,California,"Surf Beach, Lompoc, Santa Barbara County",Surfing,08-sep-2008,2008,Unprovoked,September,M,,No injury,10:30,White Shark,N
Australia,New South Wales,"Clarks Beach, Byron Bay",Surfing,07-sep-2008,2008,Unprovoked,September,M,51.0,Injury,12:00,Other/Unknown,N
Usa,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,06-sep-2008,2008,Unprovoked,September,M,43.0,Minor injury,12:00,Other/Unknown,N
Usa,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,06-sep-2008,2008,Unprovoked,September,M,15.0,Minor injury,12:00,Other/Unknown,N
Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,01-sep-2008,2008,Unprovoked,September,M,52.0,Other,10:00,Other/Unknown,N
Usa,Florida,Hutchinson Island,Surfing,sep-2008,2008,Unprovoked,September,M,,Injury,No time specified,Other/Unknown,N
Australia,New South Wales,"Tallow Beach, Byron Bay",Surfing,30-aug-2008,2008,Unprovoked,August,M,29.0,No injury,No time specified,Other/Unknown,N
Usa,Hawaii,"Mckenzie Beach Park In Pahoa, Hawai'I",Swimming,30-aug-2008,2008,Invalid,August,M,27.0,Other,19:20,Other/Unknown,UNKNOWN
England,North Devon,Lundy Island,Fishing,30-aug-2008,2008,Provoked,August,M,52.0,Injury,No time specified,Other/Unknown,N
Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,28-aug-2008,2008,Unprovoked,August,M,19.0,Injury,12:00,Other/Unknown,N
Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,27-aug-2008,2008,Unprovoked,August,M,26.0,Injury,11:00,Other/Unknown,N
Usa,Florida,"New Smyrna Beach, Volusia County","Swimming, towing surfboard",24-aug-2008,2008,Unprovoked,August,M,20.0,Minor injury,15:00,Other/Unknown,N
Usa,North Carolina,"Surf City, Topsail Island, Pender County",Surfing,24-aug-2008,2008,Invalid,August,F,20.0,Injury,18:00,Other/Unknown,UNKNOWN
Usa,Florida,"Sanibel Island, Lee County",Swimming,20-aug-2008,2008,Unprovoked,August,M,47.0,Injury,14:45,Other/Unknown,N
Usa,South Carolina,"North Myrtle Beach, Horry County",,18-aug-2008,2008,Invalid,August,M,7.0,Minor injury,No time specified,Other/Unknown,UNKNOWN
Usa,Us Virgin Islands,Buck Island,Treading water,16-aug-2008,2008,Unprovoked,August,F,38.0,Severe injury,No time specified,Bull Shark,N
Usa,Florida,"New Smyrna Beach, Volusia County",Wading,12-aug-2008,2008,Unprovoked,August,F,13.0,Injury,12:05,Other/Unknown,N
Usa,Hawaii,"Ala Moana Beach Park, Oah'U",Diving,11-aug-2008,2008,Unprovoked,August,M,,No injury,14:00,Tiger Shark,N
Australia,Victoria,Levys Beach,Surfing,30-jul-2008,2008,Unprovoked,July,M,31.0,No injury,10:30,White Shark,N
South Africa,,,,reported 30-jul-2008,2008,Unprovoked,July,M,,Injury,No time specified,White Shark,N
Panama,San Carlos,Playa Teta,Swimming or surfing,27-jul-2008,2008,Unprovoked,July,M,,Injury,18:00,Other/Unknown,N
Mexico,Cabo San Lucas,,Swimming,26-jul-2008,2008,Unprovoked,July,M,33.0,Injury,No time specified,Other/Unknown,N
Usa,Hawaii,"Honokowai, Maui",Swimming,26-jul-2008,2008,Unprovoked,July,M,,Minor injury,15:30,Other/Unknown,N
Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,25-jul-2008,2008,Unprovoked,July,M,17.0,Injury,09:00,Other/Unknown,N
Usa,Hawaii,"Lahilahi Point, Oahu",Snorkeling,25-jul-2008,2008,Unprovoked,July,F,44.0,Injury,08:45,Other/Unknown,N
Usa,North Carolina,"Surf City, Topsail Island, Pender County",Wading,24-jul-2008,2008,Unprovoked,July,M,9.0,Minor injury,No time specified,Other/Unknown,N
Usa,North Carolina,"Topsail Island, Pender County",Wading,24-jul-2008,2008,Unprovoked,July,F,8.0,Injury,13:00,Other/Unknown,N
Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,23-jul-2008,2008,Provoked,July,M,15.0,Injury,14:30,Other/Unknown,N
Usa,Florida,"New Smyrna Beach, Volusia County",Wading,19-jul-2008,2008,Unprovoked,July,M,16.0,Injury,13:55,Other/Unknown,N
Egypt,,Daedalus Reef,Diving,18-jul-2008,2008,Unprovoked,July,M,,Severe injury,No time specified,White Shark,N
Usa,North Carolina,"Carolina Beach, New Hanover County",Body surfing,13-jul-2008,2008,Invalid,July,M,52.0,Minor injury,No time specified,Other/Unknown,UNKNOWN
Usa,South Carolina,"Isle Of Palms, Charleston County",Surfing,11-jul-2008,2008,Unprovoked,July,M,24.0,Injury,14:00,Other/Unknown,N
Usa,North Carolina,"Emerald Isle, Carteret County",Swimming,09-jul-2008,2008,Unprovoked,July,F,14.0,Injury,19:30,Other/Unknown,N
Usa,South Carolina,"Litchfield Beach, Georgetown County",,05-jul-2008,2008,Unprovoked,July,F,17.0,Injury,14:21,Other/Unknown,N
United Kingdom,Sussex,"Rock-A-Nore, Hastings",Rowing an inflatable dinghy,late jul-2008,2008,Watercraft,July,M,16.0,No injury,No time specified,Other/Unknown,N
Usa,Hawaii,"Kamilo Point, Hawai'I",Wading,28-jun-2008,2008,Invalid,June,M,53.0,Injury,No time specified,Other/Unknown,UNKNOWN
Bahamas,Abaco Islands,,Spearfishing,28-jun-2008,2008,Unprovoked,June,M,42.0,Injury,11:00,Bull Shark,N
South Africa,Western Cape Province,Mossel Bay,Surf skiing,28-jun-2008,2008,Unprovoked,June,M,46.0,No injury,14:00,White Shark,N
South Africa,Western Cape Province,Struis Bay,Spearfishing (free diving),reported 26-jun-2008,2008,Unprovoked,June,M,,No injury,No time specified,White Shark,N
Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,26-jun-2008,2008,Unprovoked,June,M,29.0,Minor injury,No time specified,Other/Unknown,N
Usa,South Carolina,"Isle Of Palms, Charleston County",Swimming,26-jun-2008,2008,Unprovoked,June,M,37.0,Injury,11:15,Other/Unknown,N
Brazil,Bahia,Guarajuba,Surfing,24-jun-2008,2008,Unprovoked,June,M,,No injury,No time specified,Other/Unknown,N
Usa,California,"West Cove, Catalina Island",Kayaking,21-jun-2008,2008,Watercraft,June,F,40.0,No injury,09:00,White Shark,N
Usa,Florida,"Fernandina Beach, Nassau County",Wading,20-jun-2008,2008,Unprovoked,June,F,35.0,Injury,11:10,Other/Unknown,N
Brazil,Pernambuco,"Punta Del Chifre, Olinda",Surfing,11-jun-2008,2008,Unprovoked,June,M,14.0,Injury,No time specified,Other/Unknown,N
Usa,Florida,"Cocoa Beach, Brevard  County",Body surfing,07-jun-2008,2008,Unprovoked,June,M,40.0,Minor injury,No time specified,Other/Unknown,N
Scotland,Easter Ross,Balintore Bay,Fishing,reported 02-jun-2008,2008,Watercraft,June,Unknown,,No injury,No time specified,Other/Unknown,N
Usa,South Carolina,Cherry Grove,Body surfing,01-jun-2008,2008,Unprovoked,June,F,15.0,Injury,18:30,Other/Unknown,N
Brazil,Pernambuco,"Piedade, Recife",Swimming,01-jun-2008,2008,Unprovoked,June,M,14.0,Severe injury,15:00,Bull Shark,N
Usa,North Carolina,"Hammocks Beach State Park, Bear Island, Onslow County",Surfing,26-may-2008,2008,Unprovoked,May,M,9.0,Injury,15:50,Other/Unknown,N
Bahamas,Grand Bahama Island,Off West End,Sea Disaster,24-may-2008,2008,Sea Disaster,May,M,,Other,No time specified,Tiger Shark,N
Mexico,Guerro,Playa Linda,Surfing,24-may-2008,2008,Unprovoked,May,M,49.0,Injury,No time specified,Other/Unknown,N
Mexico,Guerro,Pantla Beach,Surfing,23-may-2008,2008,Unprovoked,May,M,21.0,Fatal,No time specified,Other/Unknown,Y
Fiji,Yasawa Islands,Turtle Island,Night diving,14-may-2008,2008,Unprovoked,May,M,28.0,Fatal,No time specified,Other/Unknown,Y
Australia,Western Australia,Albany,Swimming,10-may-2008,2008,Unprovoked,May,M,37.0,Severe injury,07:30,White Shark,N
New Caledonia,North Province,Hienghène,Fishing,07-may-2008,2008,Unprovoked,May,M,40.0,Injury,14:00,Bull Shark,N
Usa,Florida,"New Smyrna Beach, Volusia County",Wading,07-may-2008,2008,Unprovoked,May,M,6.0,Injury,No time specified,Other/Unknown,N
South Africa,,,Fishing,01-may-2008,2008,Provoked,May,M,24.0,Injury,No time specified,Other/Unknown,N
Mexico,Guerro,Troncones Beach,Surfing,28-apr-2008,2008,Unprovoked,April,M,24.0,Fatal,No time specified,Tiger Shark,Y
Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,28-apr-2008,2008,Unprovoked,April,M,18.0,Injury,11:45,Other/Unknown,N
Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,27-apr-2008,2008,Unprovoked,April,M,24.0,Injury,10:30,Other/Unknown,N
New Caledonia,North Province,Poindimié,Swimming,26-apr-2008,2008,Unprovoked,April,M,32.0,Injury,No time specified,Bull Shark,N
Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,26-apr-2008,2008,Provoked,April,M,21.0,Injury,09:50,Other/Unknown,N
Usa,California,"Solana Beach, San Diego County",Swimming,25-apr-2008,2008,Unprovoked,April,M,66.0,Fatal,07:00,White Shark,Y
Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,20-apr-2008,2008,Unprovoked,April,M,14.0,Injury,08:45,Other/Unknown,N
Australia,New South Wales,Crescent Head,,20-apr-2008,2008,Unprovoked,April,M,,Unknown,No time specified,Tiger Shark,UNKNOWN
South Africa,Kwazulu-Natal,Aliwal Shoal,Free-diving,reported 19-apr-2008,2008,Invalid,April,M,,Injury,No time specified,Tiger Shark,UNKNOWN
Mexico,Quintana Roo,"Delfines Beach, Cancun",Swimming,18-apr-2008,2008,Invalid,April,M,32.0,Injury,No time specified,Other/Unknown,UNKNOWN
Australia,Queensland,"Duranbah, Greenmount Beach",Surfing,17-apr-2008,2008,Invalid,April,M,19.0,Injury,11:00,Other/Unknown,UNKNOWN
Usa,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,15-apr-2008,2008,Unprovoked,April,M,30.0,Injury,15:00,Other/Unknown,N
Fiji,,,Spearfishing,reported 09-apr-2008,2008,Unprovoked,April,M,,Injury,No time specified,Other/Unknown,N
Usa,Florida,"Palm Beach Shores, Palm Beach County",Wading,25-mar-2008,2008,Unprovoked,March,M,15.0,Injury,No time specified,Other/Unknown,N
Usa,Florida,"1.4 Miles South Of Ponce De Leon Jetty, New Smyrna Beach, Volusia County",Surfing,reported 08-apr-2008,2008,Unprovoked,April,Unknown,,Injury,No time specified,Other/Unknown,N
Australia,New South Wales,"Lighthouse Beach, Ballina",Body boarding,08-apr-2008,2008,Unprovoked,April,M,16.0,Fatal,08:05,Bull Shark,Y
Usa,Florida,"South Of Ponce De Leon Jetty, New Smyrna Beach, Volusia County",Walking out of the water after surfing,03-apr-2008,2008,Unprovoked,April,M,18.0,Injury,12:00,Other/Unknown,N
South Africa,Kwazulu-Natal,Scottburgh,Fishing from surfski,28-mar-2008,2008,Unprovoked,March,M,39.0,Injury,No time specified,Other/Unknown,N
