Country,State,Location,Activity,Date,Year,Type,Month,Sex,Age,Injury_Category,Time,Species,Fatal Y/N
Australia,Queensland,"Off Lodestone Reef, Great Barrier Reef, North Of Townsville",Swimming from the New Venture,26-jul-1983,1983,Sea Disaster,July,F,21.0,Fatal,04:00,Tiger Shark,Y
Australia,Queensland,"Off Lodestone Reef, Great Barrier Reef, North Of Townsville",Swimming from the New Venture,25-jul-1983,1983,Sea Disaster,July,M,24.0,Fatal,No time specified,Tiger Shark,Y
Australia,Queensland,"Off Lodestone Reef, Great Barrier Reef, North Of Townsville",14 m prawn trawler New Venture capsized  & sank in heavy seas Three people in the water,25-jul-1983,1983,Sea Disaster,July,M,28.0,Injury,No time specified,Tiger Shark,N
South Africa,Eastern Cape Province,"Seal Point, Cape St. Francis",Surfing,15-jul-1983,1983,Unprovoked,July,M,,Injury,No time specified,Other/Unknown,N
Usa,Florida,"Caloosahatchee River, Lee County",Windsurfing,12-jul-1983,1983,Unprovoked,July,F,39.0,Injury,No time specified,Other/Unknown,N
Bahamas,Abaco Islands,Green Turtle Cay,Spearfishing,08-jul-1983,1983,Unprovoked,July,M,13.0,Injury,12:00,Other/Unknown,N
Usa,Florida,"Riviera Beach, Palm Beach County",Floating on air mattress,05-jul-1983,1983,Unprovoked,July,M,17.0,No injury,No time specified,Other/Unknown,N
Usa,Florida,"Off 12Th Street, Miami Beach",Swimming,29-jun-1983,1983,Unprovoked,June,M,42.0,Injury,11:00,Other/Unknown,N
Bahamas,Abaco Islands,"Off Sandy Point, Great Abaco Island",Spearfishing,22-jun-1983,1983,Unprovoked,June,M,15.0,Fatal,16:00,Other/Unknown,Y
Usa,Florida,"Cocoa Beach, Brevard County",Surfing & dangling foot in water amid baitfish,20-jun-1983,1983,Unprovoked,June,M,21.0,Injury,16:30,Other/Unknown,N
Bahamas,,Carter Cay,,15-jun-1983,1983,Unprovoked,June,M,30.0,Injury,11:00,Blacktip Shark,N
Italy,Northwest Italy,Riomaggiore (Ligura),Scuba diving,15-jun-1983,1983,Invalid,June,M,,No injury,No time specified,Other/Unknown,UNKNOWN
Bahamas,Berry Islands,Whale Cay,Spearfishing,june 1983,1983,Unprovoked,June,M,,Injury,17:00,Other/Unknown,N
Usa,Florida,"Intracoastal Waterway, Boca Raton, Palm Beach County",Water-skiing,31-may-1983,1983,Unprovoked,May,M,21.0,Injury,No time specified,Other/Unknown,N
Usa,Florida,"Riviera Beach, Palm Beach County",Surfing,24-may 1983,1983,Unprovoked,May,M,15.0,No injury,No time specified,Other/Unknown,N
Usa,Florida,"Haulover Inlet, Dade County",Surfing,21-may-1983,1983,Unprovoked,May,M,22.0,Injury,14:00,Other/Unknown,N
Usa,Florida,,Surfing,19-apr-1983,1983,Unprovoked,April,M,,Unknown,No time specified,Other/Unknown,UNKNOWN
South Africa,Eastern Cape Province,Bonza Bay,Fishing,12-apr-1983,1983,Unprovoked,April,M,27.0,Injury,19:30,Raggedtooth Shark,N
Usa,Florida,"Lake Worth Beach, Palm Beach County",Surfing,02-apr-1983,1983,Unprovoked,April,M,16.0,Injury,11:00,Other/Unknown,N
South Africa,Kwazulu-Natal,Mpande,,02-apr-1983,1983,Invalid,April,M,,Other,No time specified,Other/Unknown,UNKNOWN
South Africa,Kwazulu-Natal,Scottburgh,Spearfishing,30-mar-1983,1983,Unprovoked,March,M,17.0,Injury,11:15,Other/Unknown,N
South Africa,Eastern Cape Province,Nahoon,Surfing,22-mar-1983,1983,Unprovoked,March,M,,No injury,12:30,Blacktip Shark,N
Usa,Florida,"Juno Beach, Palm Beach County",Surfing,10-mar-1983,1983,Unprovoked,March,M,,No injury,No time specified,Other/Unknown,N
New Caledonia,Loyalty Islands,"We, Lifou",,mar-1983,1983,Unprovoked,March,Unknown,,Injury,No time specified,Other/Unknown,N
South Africa,Kwazulu-Natal,Mtunzini,Paddleskiing,20-feb-1983,1983,Unprovoked,February,M,16.0,Injury,12:30,Other/Unknown,N
Usa,South Carolina,60 Miles Southeast Of Beaufort,Fishing,24-jan-1983,1983,Provoked,January,M,43.0,Injury,No time specified,Other/Unknown,N
South Africa,Kwazulu-Natal,Amanzimtoti,,15-jan-1983,1983,Invalid,January,M,,Fatal,No time specified,Other/Unknown,UNKNOWN
South Africa,Western Cape Province,Muizenberg,Windsurfing,10-jan-1983,1983,Unprovoked,January,M,22.0,Injury,18:15,Other/Unknown,N
South Africa,Western Cape Province,Holbaai,Spearfishing,08-jan-1983,1983,Unprovoked,January,M,32.0,No injury,13:00,White Shark,N
,English Channel,,Swimming,ca. 1983,1983,Unprovoked,,M,,Injury,No time specified,Other/Unknown,N
Vanuatu,Malampa Province,"Off The Beach Opposite Atchin Island, Malakula",Ran into the water,1983,1983,Unprovoked,,M,,Fatal,No time specified,Other/Unknown,Y
Usa,North & South Carolina,,Fishing,1983,1983,Provoked,,M,,Injury,No time specified,Other/Unknown,N
Australia,New South Wales,Suffolk Park,Surfing,26-dec-1982,1982,Unprovoked,December,M,27.0,No injury,No time specified,Bronze Whaler Shark,N
Usa,South Carolina,"Isle Of Palms, Charleston County",In waist-deep water,nov-1982,1982,Unprovoked,November,M,,Injury,No time specified,Other/Unknown,N
Usa,Carolina Coast,,Yacht Trashman capsized in storm,23-oct-1962,1982,Sea Disaster,October,Unknown,,Fatal,No time specified,Other/Unknown,Y
Usa,Florida,North Dade- Interama Area Of Biscayne Bay,Windsurfing,13-oct-1982,1982,Unprovoked,October,M,26.0,Injury,11:00,Other/Unknown,N
South Africa,Eastern Cape Province,"Nahoon, East London",Surfing,30-sep-1982,1982,Unprovoked,September,M,16.0,No injury,16:00,Other/Unknown,N
South Africa,Eastern Cape Province,"Nahoon, East London",Surfing,30-sep-1982,1982,Unprovoked,September,M,16.0,No injury,14:50,White Shark,N
Usa,Florida,"Patrick Air Force Base, Brevard County",Surfing,27-sep-1982,1982,Unprovoked,September,M,20.0,Injury,13:30,Other/Unknown,N
Usa,California,"Monastery Beach, Carmel Bay, Monterey County",Diving,25-sep-1982,1982,Unprovoked,September,M,36.0,Injury,No time specified,White Shark,N
Usa,California,"Bear Harbor, Mendocino County",Free diving for abalone from Zodiac (submerged),19-sep-1982,1982,Unprovoked,September,M,28.0,Injury,14:30,White Shark,N
Usa,Florida,"Hollywood Beach, Broward County",,04-sep-1982,1982,Invalid,September,M,,Unknown,No time specified,Other/Unknown,UNKNOWN
Japan,Kumamoto Prefecture,Ariake Bay,,29-aug-1982,1982,Unprovoked,August,M,,Fatal,No time specified,Other/Unknown,Y
Usa,California,"Morro Rock, Morro Bay, San Obispo County",Surfing,29-aug-1982,1982,Invalid,August,M,17.0,No injury,10:20,Other/Unknown,UNKNOWN
South Africa,Western Cape Province,Langebaan,Swimming,29-aug-1982,1982,Unprovoked,August,F,18.0,Injury,12:00,Other/Unknown,N
Tunisia,,"Skanes, Near Monaster",Windsurfing,late aug-1982,1982,Unprovoked,August,M,,Injury,No time specified,Other/Unknown,N
South Africa,Kwazulu-Natal,Amanzimtoti,Boogie boarding,31-jul-1982,1982,Invalid,July,M,20.0,No injury,16:00,Other/Unknown,UNKNOWN
South Africa,Eastern Cape Province,"Nahoon, East London",Paddleskiing,24-jul-1982,1982,Unprovoked,July,M,38.0,No injury,16:00,White Shark,N
Usa,California,"Point Buchon, San Luis Obispo County",Paddle Boarding,24-jul-1982,1982,Unprovoked,July,M,26.0,No injury,11:00,White Shark,N
Usa,Florida,"Stuart Beach, Martin County",Swimming,19-jul-1982,1982,Unprovoked,July,M,17.0,Injury,No time specified,Other/Unknown,N
Usa,California,"Malibu, Los Angeles County",Swimming,11-jul-1982,1982,Invalid,July,M,43.0,Injury,No time specified,Other/Unknown,UNKNOWN
Usa,Florida,"Daytona Beach, Volusia County",Swimming,01-jul-1982,1982,Unprovoked,July,F,19.0,Injury,14:30,Other/Unknown,N
New Caledonia,South Province,"Sarcelle, Isle Of Pines",,jul-1982,1982,Unprovoked,July,Unknown,,Injury,No time specified,Other/Unknown,N
South Africa,Eastern Cape Province,Ntlonyana Bay,Surfing,29-jun-1982,1982,Unprovoked,June,M,27.0,Fatal,09:30,White Shark,Y
Usa,South Carolina,"Isle Of Palms, Charleston County",Swimming,26-jun-1982,1982,Unprovoked,June,M,20.0,Injury,16:30,Other/Unknown,N
Bahamas,Andros Islands,North Rat Cay Reef,Spearfishing,26-jun-1982,1982,Unprovoked,June,M,19.0,Severe injury,No time specified,Lemon Shark,N
Usa,Florida,"Ormond Beach / Daytona Beach, Volusia County",,25-jun-1982,1982,Unprovoked,June,F,8.0,Injury,11:00,Other/Unknown,N
Usa,Hawaii,"Ho'Okipa Beach, Pa'Ia, Maui","Sailboarding, fell into water 100 yards outside the breakwater",13-jun-1982,1982,Unprovoked,June,M,,Injury,No time specified,Other/Unknown,N
Usa,South Carolina,"Daws Island, Broad River (Near Beaufort)",,may 1982,1982,Invalid,May,F,,Other,No time specified,Other/Unknown,UNKNOWN
Usa,Florida,"Palm Beach, Palm Beach County",Surfing,10-mar-1982,1982,Unprovoked,March,M,16.0,Injury,14:00,Other/Unknown,N
Australia,New South Wales,"Tallow Beach, Byron Bay",Surfing,07-mar-1982,1982,Unprovoked,March,M,20.0,Fatal,12:00,Other/Unknown,Y
New Caledonia,,,Spearfishing,mar-1982,1982,Unprovoked,March,M,,Injury,No time specified,Other/Unknown,N
Australia,Tasmania,South Cape Bay,Spearfishing,28-feb-1982,1982,Unprovoked,February,M,32.0,Fatal,No time specified,White Shark,Y
Usa,Florida,"Hobe Sound, Palm Beach County",Surfing,27-feb-1982,1982,Unprovoked,February,M,18.0,Injury,No time specified,Other/Unknown,N
South Africa,Western Cape Province,Mossel Bay,Fishing,17-feb-1982,1982,Provoked,February,M,,Injury,No time specified,Other/Unknown,N
Usa,Hawaii,"White Plains Beach, Barbers Point, O'Ahu",Wading,14-feb-1982,1982,Unprovoked,February,F,,Injury,No time specified,Other/Unknown,N
Usa,Hawaii,"White Plains Beach, Barbers Point, O'Ahu",Swimming,14-feb-1982,1982,Unprovoked,February,F,,Injury,No time specified,Other/Unknown,N
Usa,Florida,"Palm Beach, Palm Beach County",Swimming,13-feb-1982,1982,Unprovoked,February,F,75.0,Injury,10:37,Other/Unknown,Y
Usa,California,"Stillwater Cove, Sonoma County",Scuba diving (submerged),07-feb-1982,1982,Unprovoked,February,M,,Injury,11:00,White Shark,N
Usa,Florida,Elliot Key,Diving,07-feb-1982,1982,Unprovoked,February,M,29.0,Fatal,No time specified,Other/Unknown,Y
South Africa,Eastern Cape Province,Mpekeweni,Swimming,29-jan-1982,1982,Unprovoked,January,M,20.0,Injury,16:30,Raggedtooth Shark,N
Italy,Tyrrhenian Sea,"Lacona, Isola D'Elba",Boat,,1982,Watercraft,,M,,Unknown,No time specified,White Shark,UNKNOWN
Italy,Tyrrhenian Sea,"Biodola, Isola D'Elba",Fishing on a boat,,1982,Watercraft,,M,,No injury,No time specified,White Shark,N
Tunisia,Biserta,Bechateur,Spearfishing,,1982,Unprovoked,,Unknown,,Unknown,No time specified,Other/Unknown,UNKNOWN
Usa,California,"South Moss Beach, Spanish Bay, Monterey Peninsula",Surfing,19-dec-1981,1981,Unprovoked,December,M,24.0,Fatal,No time specified,White Shark,Y
Australia,Queensland,Green Island,,13-dec-1981,1981,Unprovoked,December,Unknown,,Injury,No time specified,Other/Unknown,N
Usa,Hawaii,"Nimitz Beach, Barbers Point, O'Ahu","Spearfishing, but swimming on surface",13-dec-1981,1981,Unprovoked,December,M,,Severe injury,No time specified,Tiger Shark,N
Reunion,Saint-Philippe,Vicendo,Spearfishing,30-nov-1981,1981,Unprovoked,November,M,,Other,No time specified,Other/Unknown,N
South Africa,Western Cape Province,Mossel Bay,Inspecting teeth of supposedly dead (hooked & shot) shark,19-oct-1981,1981,Provoked,October,M,,Injury,No time specified,White Shark,N
Usa,Hawaii,"La'Au Point, Moloka'I",Diving to untangle a crab trap line from boat's propeller,09-nov-1981,1981,Unprovoked,November,M,59.0,Injury,No time specified,Other/Unknown,N
Usa,Florida,"Jupiter Island, Brevard County",Swimming,19-oct-1981,1981,Unprovoked,October,M,19.0,Injury,11:30,Other/Unknown,N
Usa,Florida,"Palm Beach, Palm Beach County",Surfing,17-oct-1981,1981,Unprovoked,October,M,,Unknown,09:45,Other/Unknown,UNKNOWN
Usa,Florida,"Cocoa Beach, Brevard County",Surfing,16-oct-1981,1981,Unprovoked,October,M,17.0,Injury,No time specified,Other/Unknown,N
Usa,Florida,"Playalinda Beach, Brevard County",Surfing,01-oct-1981,1981,Unprovoked,October,M,24.0,Injury,No time specified,Other/Unknown,N
Usa,Florida,"Cocoa Beach, Brevard County",Surfing,28-sep-1981,1981,Unprovoked,September,M,28.0,Injury,18:00,Other/Unknown,N
Usa,Florida,"Melbourne Beach, Brevard County",Surfing,27-sep-1981,1981,Unprovoked,September,M,,Injury,No time specified,Other/Unknown,N
Usa,Florida,"Tampa Bay, Manatee County",Swimming,15-sep-1981,1981,Unprovoked,September,M,26.0,Fatal,No time specified,Tiger Shark,Y
Usa,Florida,"Patrick Air Force Base, Brevard County",Surfing,03-sep-1981,1981,Unprovoked,September,M,25.0,Injury,12:00,Other/Unknown,N
Usa,Florida,"Cocoa Beach, Brevard County",Surfing,03-sep-1981,1981,Unprovoked,September,M,24.0,Injury,No time specified,Other/Unknown,N
Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,29-aug-1981,1981,Unprovoked,August,M,15.0,Injury,No time specified,Other/Unknown,N
Usa,Florida,Gulf Island National Seashore Park,Spearfishing,24-aug-1981,1981,Provoked,August,M,19.0,Injury,No time specified,Other/Unknown,N
Usa,Hawaii,"Keaukaha, Hilo, Hawai'I",Fishing,24-aug-1981,1981,Invalid,August,M,,Other,No time specified,Other/Unknown,UNKNOWN
Usa,Florida,"Marathon, Monroe County",Diving,10-aug-1981,1981,Unprovoked,August,M,,Injury,No time specified,Nurse Shark,N
Usa,Florida,"Ormond Beach / Daytona Beach, Volusia County","16' catamaran capsized previous night, occupants stayed with wreckage until morning, then attempted to swim ashore",10-aug-1981,1981,Unprovoked,August,F,19.0,Fatal,No time specified,Other/Unknown,Y
Bahamas,Grand Bahama Island,"Gingerbread Reef, East Of Little Isaac Island",Snorkeling on surface,07-aug-1981,1981,Unprovoked,August,M,53.0,Injury,12:00,Other/Unknown,N
Usa,Florida,"St. Petersburg Beach, Pinellas County",Swimming,20-jul-1981,1981,Unprovoked,July,F,16.0,Injury,No time specified,Other/Unknown,N
South Africa,Eastern Cape Province,Nahoon,Surfing,18-jul-1981,1981,Unprovoked,July,M,32.0,Injury,10:15,Other/Unknown,N
Usa,Florida,Carter Cay,Spearfishing,07-jul-1981,1981,Unprovoked,July,M,,Injury,18:10,Other/Unknown,N
South Africa,Kwazulu-Natal,Clansthal,Catching sardines,01-jul-1981,1981,Unprovoked,July,M,,Injury,No time specified,Other/Unknown,N
England,,Isle Of Wight,Fishing,reported 15-jun-1981,1981,Watercraft,June,M,,Minor injury,No time specified,Other/Unknown,N
Usa,Hawaii,"Honoli'I Pali, Hilo Bay ('Alae Point), Hawai'I",,12-jun-1981,1981,Invalid,June,M,,Other,No time specified,Other/Unknown,UNKNOWN
Usa,Hawaii,"Ha'Ena Beach Park, Kaua'I","Scuba diving, reportedly also spearfishing",24-may-1981,1981,Unprovoked,May,M,,Fatal,No time specified,Other/Unknown,Y
South Korea,Chungnam,Wae-Yeon Island,Shell diving,23-may-1981,1981,Unprovoked,May,F,27.0,Fatal,12:30,White Shark,Y
South Africa,Eastern Cape Province,Nahoon,Surfing,20-may-1981,1981,Unprovoked,May,M,27.0,No injury,08:30,Raggedtooth Shark,N
Usa,Florida,"Sands Cut, Elliot Key",Free diving,19-may-1981,1981,Unprovoked,May,M,32.0,Other,No time specified,Other/Unknown,N
Usa,Florida,"Jacksonville, Duval County",Diving,16-may-1981,1981,Unprovoked,May,M,,Injury,No time specified,Lemon Shark,N
South Africa,Eastern Cape Province,King’S Beach,Surfing,10-may-1981,1981,Unprovoked,May,M,19.0,No injury,14:45,Raggedtooth Shark,N
Namibia,Eronogo Region,Walvis Bay,Finning the shark that bit him,07-may-1981,1981,Provoked,May,M,,Injury,No time specified,Other/Unknown,N
Bermuda,,,Foundering of the Israeli freighter Mezada,08-mar-1981,1981,Sea Disaster,March,Unknown,,Other,No time specified,Other/Unknown,N
South Africa,Eastern Cape Province,Ntlonyane Bay,Surfing,05-may-1981,1981,Unprovoked,May,M,24.0,Severe injury,09:00,Tiger Shark,N
Usa,Florida,"Singer Island, Riviera Beach, Palm Beach County",Standing / Wading,25-mar-1981,1981,Unprovoked,March,M,19.0,Injury,15:00,Bull Shark,N
Usa,Florida,"Singer Island, Riviera Beach, Palm Beach County",Surfing,24-mar-1981,1981,Unprovoked,March,M,24.0,Injury,17:30,Other/Unknown,N
Chile,Coquimbo,"Bahia Totoralillo, 80  Km North Of Coquimbo",Free diving Spearfishing,04-mar-1981,1981,Unprovoked,March,M,,Injury,10:30,White Shark,N
Brazil,Rio De Janeiro,Cabo Frio,Diving,mar-1981,1981,Unprovoked,March,Unknown,,Unknown,No time specified,White Shark,UNKNOWN
South Africa,Kwazulu-Natal,Umtentweni,Swimming,19-feb-1981,1981,Unprovoked,February,M,30.0,Injury,17:20,Blacktip Shark,N
Australia,Western Australia,"Leighton Beach, North Of Freemantle",Exercising his dog in the shallows,16-feb-1981,1981,Unprovoked,February,M,,Injury,No time specified,Other/Unknown,N
Australia,Western Australia,"Parker'S Point, Rottnest Island",,07-feb-1981,1981,Unprovoked,February,Unknown,,Unknown,No time specified,Other/Unknown,UNKNOWN
Usa,Florida,"Juno Beach, Palm Beach County",Surfing,02-feb-1981,1981,Unprovoked,February,M,15.0,Injury,13:30,Other/Unknown,N
Brazil,Rio De Janeiro,Cabo Frio,Spearfishing,feb-1981,1981,Unprovoked,February,Unknown,,Injury,No time specified,Other/Unknown,N
Usa,Florida,20 Miles From Mayport,Commercial spearfishing,30-jan-1981,1981,Unprovoked,January,M,25.0,Injury,No time specified,Tiger Shark,N
South Africa,Kwazulu-Natal,Widenham,Swimming,01-jan-1981,1981,Invalid,January,M,23.0,Other,No time specified,Other/Unknown,UNKNOWN
Australia,New South Wales,Byron Bay,Surf-skiing,1981,1981,Unprovoked,,M,27.0,No injury,07:00,Tiger Shark,N
Greece,Pagasitikos Gulf,,"Free diving / spearfishing,",summer of 1981,1981,Unprovoked,,M,,Minor injury,No time specified,Other/Unknown,N
South Africa,Eastern Cape Province,Nahoon,Paddleskiing,12-30-1980,1980,Unprovoked,December,M,25.0,No injury,17:15,Other/Unknown,N
South Africa,Eastern Cape Province,Port Elizabeth,,26-dec-1980,1980,Invalid,December,Unknown,,Other,No time specified,Other/Unknown,UNKNOWN
Reunion,Grand'Anse,Petite-Ile,Spearfishing,24-nov-1980,1980,Unprovoked,November,M,22.0,Injury,15:00,White Shark,N
Australia,Western Australia,Lancelin,Swimming,18-nov-1980,1980,Unprovoked,November,M,,Injury,No time specified,Other/Unknown,N
South Africa,Kwazulu-Natal,Mnini,Swimming,17-nov-1980,1980,Invalid,November,M,,Other,No time specified,Other/Unknown,UNKNOWN
Brazil,Pernambuco,Piedade,Swimming,11-nov-1980,1980,Unprovoked,November,M,16.0,Fatal,No time specified,Other/Unknown,Y
Usa,Oregon,Off Umpqua River,Surfing,27-oct-1980,1980,Unprovoked,October,M,29.0,Injury,15:45,White Shark,N
Usa,California,"Moonstone Beach, Humboldt County",Surfing,17-oct-1980,1980,Unprovoked,October,M,19.0,No injury,09:30,White Shark,N
Mexico,,,Diving in tuna net,reported 22-aug-1980,1980,Unprovoked,August,M,22.0,Fatal,No time specified,Other/Unknown,Y
Usa,Louisiana,"Grand Isle, Jefferson Parish",Wading,reported 03-aug-1980,1980,Unprovoked,August,M,,Injury,No time specified,Other/Unknown,N
Usa,North Carolina,"Ocean Isle, Brunswick County",Wading,10-aug-1980,1980,Unprovoked,August,F,10.0,Injury,No time specified,Other/Unknown,N
Usa,Hawaii,"Puamana, Lahaina, Maui",Resting on body board,04-aug-1980,1980,Unprovoked,August,M,,Injury,No time specified,Tiger Shark,N
Spain,Canary Islands,"San Juan De La Rambla, Tenerife",Skin diving,26-jul-1980,1980,Unprovoked,July,M,,Injury,No time specified,Other/Unknown,N
Usa,New Jersey,"Ocean City, Cape May County",Body surfing,27-jul-1980,1980,Unprovoked,July,M,15.0,Injury,15:00,Other/Unknown,N
Usa,Delaware,Dewey Beach,Standing,23-jul-1980,1980,Unprovoked,July,F,22.0,No injury,No time specified,Other/Unknown,N
Usa,North Carolina,"Emerald Isle Pier (Near Morehead City), Carteret County",Surfing,late jul-1980,1980,Unprovoked,July,M,,No injury,No time specified,Other/Unknown,N
Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,early jul-1980,1980,Unprovoked,July,M,,Injury,No time specified,Other/Unknown,N
